key,touch,hit,release
;,1425 4181 2708 -1684 -3676 1062 6603 4367 -2993 -5128 1149 7081 4445 -2101 -3160 1264 4783 3529 -326 -1571 384 2399 2782 1211 -286 135 1387 1976 1979 1025 -954 -694 1756 3506 1636 -2562 -2115 2971 5259 2394 -1276 -1515 2206 4060 1250 -1203 -940 941 2695 2335 -544 -2529 -126 4239 4217 -1589 -4896 -489 5296 4678 -1122 -3654 935 5042 1877 -3010 -1559 4161 5868 747 -6539 -5997 5089 11318 1969 -9576 -6445 6660 11823 3037 -8842 -9407 3498 14506 6826 -11058 -13648 4330 18557 7240 -14428 -14352 6223 17694 6009 -11817 -11303 4903 13935 6143 -6427 -8835 -591 6863 6423 1160 -5289 -6283 1345 7911 4509 -2500 -4113 -2626 438 3314 3636 930 -2523 -4129 -2915 3279 7822 1417 -7867 -5867 4139 8207 3780 -3129 -7086 -2733 5399 6954 -84 -6044 -4004 2385 4776 312 -3099 -1435 373 1017 1804 1255 -975 -2608 1000 5746 1092 -7108 -4873 4893 8850 -36 -10707 -4660 9885 10112 -4531 -12867 -2676 11082 9198 -4557 -12132 -3959 9805 10345 -2851 -11323 -4179 8395 9842 -1510,3636 930 -2523 -4129 -2915 3279 7822 1417 -7867 -5867 4139 8207 3780 -3129 -7086 -2733 5399 6954 -84 -6044 -4004 2385 4776 312 -3099 -1435 373 1017 1804 1255 -975 -2608 1000 5746 1092 -7108 -4873 4893 8850 -36 -10707 -4660 9885 10112 -4531 -12867 -2676 11082 9198 -4557 -12132 -3959 9805 10345 -2851 -11323 -4179 8395 9842 -1510 -9372 -2788 7641 7239 -1594 -8073 -3652 6693 3565 -14303 -28914 -9160 25065 -31088 28050 2985 -9396 19339 -30079 405 -30374 29285 -24841 16226 30912 2365 -14154 9323 32262 -31932 14278 -15984 -15225 5274 7286 -15184 -31025 -14609 9804 5084 -21314 -29014 -3634 22232 13789 -11880 -12027 14318 25482 1599 -28392 -24869 6142 20948 4124 -19596 -19436 4513 18616 5583 -13178 -12002 4736 10690 -2006 -12060 -6792 1889 -1078 -14096 -20026 -9067 11336 21827 12031 1220 9087 24190 25276 8981 -8611 -10303 -56 3157 -7547 -18559 -15299 -1426 5449 -2141 -12703 -10994 1293 4719 -6343 -14702 -8184 4334 7691 1857 -1654 680 2914 578 -4696 -7782 -7177 -4563 -3306 -4760 -4547 -487 3300 1965 -2472 -2999,-7177 -4563 -3306 -4760 -4547 -487 3300 1965 -2472 -2999 2041 6656 6037 1669 -1683 -1255 2317 5063 2040 -2207 -2355 1 1816 -797 -4356 -3050 1675 6070 8685 8246 6561 5421 2670 207 553 1489 -223 -2722 -2606 -953 12 50 -309 -1763 -4618 -5565 -2635 -1066 -4599 -9967 -10462 -3760 2208 -838 -8784 -9855 23 9407 6701 -2510 -4743 4671 13740 10653 -675 -7170 301 9931 5679 -5823 -8956 -616 8221 5851 -2793 -5825 -3076 546 1596 -2539 -9233 -9114 1378 9685 4333 -5722 -4162 10683 18044 4944 -8836 -5346 10484 17090 2898 -10961 -6264 6952 10682 1068 -6833 -947 7129 4117 -4558 -8479 -3374 2784 -603 -7361 -7361 -797 6122 4621 -3629 -5783 927 5091 1318 -3484 -2246 3349 5273 2611 -134 -270 1858 3243 4226 4344 1962 387 1941 3859 3108 -140 -3021 -2531 -85 1099 829 267 260 681 1926 3327 2576 770 489 1101 739 -507 -88 1422 877 -629 -7 2678 3615 1504 -50 1280 3360 2775 -853 -3168 -724 2167 1063 -1774 -2894 -1338 1431 2174 -547 -3840
;,-1145 -1262 222 1297 609 -614 -731 213 1063 643 -504 -641 216 831 325 -592 -521 421 1078 478 -162 -158 304 830 256 -518 -435 302 1003 666 -458 -404 677 1394 1059 -294 -613 87 612 1172 -240 -1570 -183 1256 3747 468 -4866 641 5242 6701 125 -9977 -1680 2635 6723 16276 10603 -8371 -30962 -22208 23015 -28772 -3938 26392 -26171 19248 -22955 10756 32459 -32097 13323 -26473 -4045 24909 -30693 22368 -30416 -14426 27635 -14417 30418 -30046 -3013 28744 -29684 16555 -27092 3905 32601 -28571 12805 -25279 4952 26456 31182 6814 -23461 26901 -20050 22870 -13723 30834 -28669 5218 -31185 -29360 8012 -29860 24662 -16642 27189 -12106 24672 27508 12526 -10311 -26353 -22015 4642 31969 7437 -19895 -15410 -13933 8886 22109 2553 -19983 -24745 9772 28714 12714 -12057 -21862 -7337 9984 19687 2263 -20157 -9901 15152 20576 -9567 -18754 16910 22364 -12829 -29454 -11958 20502 29070 -12038 26570 -16826 26178 -30224 -5119 31785 -24188 13570 -27473 13247 -29511 30307 7742 -26579 21461 -24449 -32033 6449 31860 21292 -15906 -28767 -2752 17215,1167 2065 250 -583 1870 3369 1915 -785 -1391 501 2221 1511 -1244 -2512 -1124 1257 1989 684 -1291 -1993 1169 3748 1850 -1832 -3553 559 4336 1884 -826 -1056 443 2901 3224 1081 -997 -945 1394 2547 263 -2192 -1467 1770 3243 358 -2341 -658 2711 3324 456 -2429 -1082 2792 3365 397 -2596 -1156 2361 4389 4095 -6221 -20754 -23868 -516 28024 -31669 30739 15453 3135 20090 -30579 4853 -28699 30466 -30377 3714 32159 17567 -11699 -1487 27453 -31143 27377 -8106 -30719 -5881 24542 6660 -30186 32206 -11032 13303 1913 -27792 -26686 4147 21910 14594 2812 6329 16611 6020 -16286 -21514 -7482 4605 2015 -13068 -18241 -151 21125 19625 -3404 -16654 -2111 16019 8150 -17582 -29435 -13401 5207 -1541 -23599 -25837 3635 29711 27537 5141 -820 22425 -31239 22890 -6485 -22842 1977 25566 9321 -22721 -30338 -7751 14219 526 -28778 -29464 -367 20886 8087 -14783 -14105 4628 15244 8526 -3854 -10445 -8390 1499 6706 -3508 -13526 -6475 6188 6685 -2628 -6783 -1184 3016 565 -5202 -9062 513 9663 4193 -625 -2126 382 6713 7939,21125 19625 -3404 -16654 -2111 16019 8150 -17582 -29435 -13401 5207 -1541 -23599 -25837 3635 29711 27537 5141 -820 22425 -31239 22890 -6485 -22842 1977 25566 9321 -22721 -30338 -7751 14219 526 -28778 -29464 -367 20886 8087 -14783 -14105 4628 15244 8526 -3854 -10445 -8390 1499 6706 -3508 -13526 -6475 6188 6685 -2628 -6783 -1184 3016 565 -5202 -9062 513 9663 4193 -625 -2126 382 6713 7939 2738 -2553 -2806 6811 7111 -6342 -10382 -7285 3033 9758 5892 5229 16889 26396 16144 -4836 -14976 -1789 17193 10687 -19819 -28464 -4077 22690 20328 -11284 -28375 -10342 13418 10299 -13888 -27894 -11148 11376 6199 -12110 -17902 -1408 15548 8710 -5983 -8334 5776 21370 20161 2940 -8935 -3921 6143 9120 3070 -5842 -7694 516 9709 6823 -11712 -21605 -4373 15644 6898 -16722 -18033 5023 20962 11420 -7462 -7341 8623 12476 5668 201 271 7804 11125 1699 -7101 465 15606 15359 -3340 -14406 -3640 12653 9977 -10701 -19836 -4720 10193 4541 -9559 -7401 6391 8821 -1818 -10874 -5040 5090 5462 -873 -6360 -3752 4061 8054 4415 71 1535 3111 1453
;,-3105 -5044 2151 6888 1613 -4061 -3707 -360 2819 3307 910 -2797 -3873 923 6157 3835 -3556 -5660 695 5940 2168 -4115 -3601 1713 3639 172 -1904 -95 1585 861 -1089 -981 -224 -456 793 1167 -1319 -2019 1018 4482 1533 -5045 -3351 3055 3865 -151 -3255 -1941 1336 2424 1005 -869 -1068 -513 664 2142 1239 -1935 -2797 720 2651 275 -1840 491 2160 -1384 -3066 690 4058 1209 -3715 -2373 3645 4580 948 -5897 -15994 -24429 -9442 24441 -31099 31702 18699 -548 13659 -30929 7230 -29298 32766 31475 -11667 26493 29953 9112 3 19395 -31201 32764 8930 -23639 -22827 -866 -431 -23422 -28071 -8471 4730 -8311 -26935 -16667 12232 19959 10764 2082 6457 21633 11503 -19850 -32643 -17827 -138 1869 -14650 -26606 -8185 20872 25722 6886 -37 10248 9160 -4276 -13860 -12513 -6789 -11946 -22937 -23451 -11185 7895 25041 25911 11857 8665 20183 28149 20693 2846 -13404 -11440 1730 2689 -10277 -21318 -16059 -3303 -4327 -16802 -16125 590 12955 4718 -11183 -8987 6873 13630 4317 -7580 -8661 -807 3325 -4386 -13749 -9113 6655 11032,3 19395 -31201 32764 8930 -23639 -22827 -866 -431 -23422 -28071 -8471 4730 -8311 -26935 -16667 12232 19959 10764 2082 6457 21633 11503 -19850 -32643 -17827 -138 1869 -14650 -26606 -8185 20872 25722 6886 -37 10248 9160 -4276 -13860 -12513 -6789 -11946 -22937 -23451 -11185 7895 25041 25911 11857 8665 20183 28149 20693 2846 -13404 -11440 1730 2689 -10277 -21318 -16059 -3303 -4327 -16802 -16125 590 12955 4718 -11183 -8987 6873 13630 4317 -7580 -8661 -807 3325 -4386 -13749 -9113 6655 11032 -4390 -13974 -1900 12899 9182 -9597 -17508 -2737 12283 6606 -7348 -6511 5381 7930 280 -1126 8466 15382 6520 -8245 -10131 -1364 5456 3694 -4396 -6508 2022 15011 24494 13342 -4336 -1957 3043 7984 10291 -3226 -13584 -10372 -852 10528 10291 -5984 -16436 -7466 7372 6254 -7432 -17841 -12027 5531 5788 -5221 -13587 -10500 4220 6985 -586 -4471 2567 12356 11267 1587 -3284 4146 9152 -818 -10852 -1930 14475 9742 -10184 -12791 1263 9207 4544 -8341 -14490 -5977 2817 403 -6698 -5564 4419 12694 9324 -98 -1365 7866 16417 11181 -6075 -17243 -2012 24218,-7348 -6511 5381 7930 280 -1126 8466 15382 6520 -8245 -10131 -1364 5456 3694 -4396 -6508 2022 15011 24494 13342 -4336 -1957 3043 7984 10291 -3226 -13584 -10372 -852 10528 10291 -5984 -16436 -7466 7372 6254 -7432 -17841 -12027 5531 5788 -5221 -13587 -10500 4220 6985 -586 -4471 2567 12356 11267 1587 -3284 4146 9152 -818 -10852 -1930 14475 9742 -10184 -12791 1263 9207 4544 -8341 -14490 -5977 2817 403 -6698 -5564 4419 12694 9324 -98 -1365 7866 16417 11181 -6075 -17243 -2012 24218 20923 -7538 -19516 1958 28953 18011 -19710 -26315 1985 17129 -1698 -24654 -14638 12124 15514 -4045 -14895 -1322 14710 7712 -10544 -11461 5614 15225 3964 -10180 -6885 8224 14345 2733 -10327 -7198 7365 11798 -187 -8481 -1203 8377 5332 -3995 -5855 285 4352 -36 -4168 255 6825 7336 2056 -2611 1555 8652 5936 -2715 -5462 560 6680 4820 -2772 -5672 712 6558 3752 -1156 1041 5713 3494 -2435 -2461 3523 4425 -2049 -5235 -1043 4261 3856 -1753 -5263 -2684 279 -1698 -5810 -7548 -4531 -1225 -3541 -5839 -2552 996 1622 457 960
;,629 293 683 1328 583 -1022 -780 1379 2376 203 -2077 -536 2801 3248 526 -1419 -238 1495 1321 488 -39 -67 422 402 623 1417 1144 118 -560 -133 705 176 -709 -380 868 1215 573 462 490 431 748 1019 776 -328 -1250 -464 870 1155 554 328 156 -735 -502 1542 1797 -389 -1680 -450 2379 3812 2099 -1347 -3680 -2995 705 3869 2257 -3184 -4392 1888 5987 3100 -2254 -5038 -165 7861 5571 -5869 -9681 -455 10507 8415 -6412 -12706 145 13878 9301 -7643 -13956 -1159 11544 7973 -5002 -10303 -164 11479 7952 -4442 -8703 -1543 6469 5442 -2416 -7751 -3932 5306 6344 -1296 -4023 639 4172 2561 -1828 -4644 -2771 2752 4095 -1720 -4678 -1828 2179 4976 2219 -2665 -1314 2113 1329 -733 -2249 -1146 2614 1570 -2715 -3353 -287 4135 4114 -3007 -7234 -1236 7131 6971 -2409 -8601 -1543 9435 8039 -4570 -11391 -3921 7218 8182 -1805 -10600 -5882 7577 10995 -25 -9810 -5408 7082 9682 -1351 -10104 -5471 5824 8753 -1493 -10453 -5008 6865 8885 -332 -7069 -3360 4356,-5319 -3486 2887 5408 1483 -3401 -3391 718 3403 614 -3453 -3016 1464 3706 -71 -3696 -1253 3255 3528 -711 -3908 -1765 2482 2482 -1208 -3079 -1227 1938 2473 15 -2245 -1165 1988 2588 -112 -2903 -2173 954 1841 -55 -2022 -2017 140 1557 844 202 177 187 237 293 290 -88 -94 133 -538 -767 259 909 -120 -1210 -237 1483 1399 -192 -1749 -487 2254 -2027 -12689 -17359 -4167 19470 -31937 27911 9487 505 9990 18701 -2831 -28390 30394 -30531 2923 25711 14222 1391 6327 25941 -32352 16441 -7153 -15960 -6988 1244 -4799 -13629 -9263 2245 2179 -11765 -20953 -10946 7515 11552 -525 -5156 7737 18432 9545 -8274 -10370 3194 9458 -67 -13255 -14908 -2558 5980 -1649 -10412 -5008 7052 8264 -2030 -7318 -2229 979 -5290 -12597 -10734 -1412 7415 11604 11479 10229 10775 12621 12000 5014 -6754 -14169 -10459 -1760 -5 -7193 -11752 -3592 9015 9664 -2780 -14135 -10700 1694 6292 -1193 -10749 -8236 5061 13575 9050 -2353 -6896 -1363 2167 -2083 -7931 -8192 -3294 -1613 -4654 -6342 -3376 3230 6116 2464 1,5014 -6754 -14169 -10459 -1760 -5 -7193 -11752 -3592 9015 9664 -2780 -14135 -10700 1694 6292 -1193 -10749 -8236 5061 13575 9050 -2353 -6896 -1363 2167 -2083 -7931 -8192 -3294 -1613 -4654 -6342 -3376 3230 6116 2464 1 1813 2552 1661 -1053 -4145 -4953 -6612 -4739 1603 5939 3813 -2893 -4203 2733 7120 2643 -3049 370 10462 12164 4246 -2094 -525 5413 5048 -3078 -8579 -5142 971 1523 -1630 -1316 2503 2980 -1173 -2897 210 565 -4048 -6180 -1666 1392 -4788 -9371 -1904 6416 1885 -8385 -7441 5796 13830 8630 190 -2849 459 5652 6408 1477 -4285 -6230 -2944 1918 3884 2371 -1748 -4670 -2966 1150 2354 -1759 -6049 -4308 2332 5768 2263 130 2356 4581 5192 2322 -899 -1036 440 1953 2097 1364 1041 1694 3113 4871 4963 3051 710 -1112 -1479 -1103 -2077 -3985 -4151 -2095 1251 2211 -685 -2102 681 2484 -36 -3314 -2430 2429 5263 3112 615 1049 3101 4100 2428 548 212 495 932 1301 1272 1043 158 -552 868 2349 1811 -57 -1383 674 4170 4768 1878 -1161 -619 1926
;,-30690 -30961 7029 28973 5020 -24963 -19949 12418 -32453 10179 -23425 -19832 8669 24809 3112 -22982 -19583 3458 10739 4074 60 -10820 -15720 7023 30580 16371 -21517 29014 -3057 -29505 25392 -17087 26709 -14026 27071 -29773 2542 29315 -23317 22475 31416 -2525 31715 -23065 13510 29233 16699 -7845 -26089 -15244 13287 25756 4806 -23934 -24743 2845 30083 21052 -13861 -29010 -5320 26668 24665 -11175 30814 -11823 25887 21959 -15027 -28578 367 -32724 18935 -22297 -23928 10542 24906 252 -27570 -14156 20108 21306 -5250 -18226 -3007 18087 12434 -13205 -21898 -3759 14011 11439 1971 -5444 -9330 -1343 6963 3981 -3502 -4575 559 -223 -4654 -2958 5101 9894 486 -12218 -9154 6690 15001 1987 -15835 -11128 7024 14484 2228 -14733 -9911 8815 14890 1330 -13212 -8870 6399 13520 4141 -13058 -12446 4492 11868 4543 -6680 -6557 1673 4182 2675 1286 110 -1009 -2562 -2623 -69 2381 1242 -1517 -1860 1258 5311 3719 -1162 -4116 -2227 4086 5140 -1236 -5337 -2613 2889 6408 1633 -5012 -2951 2183 6404 2470 -7061 -5214 2057 3379 120 -1853 997 4306 2119 -2437,-12218 -9154 6690 15001 1987 -15835 -11128 7024 14484 2228 -14733 -9911 8815 14890 1330 -13212 -8870 6399 13520 4141 -13058 -12446 4492 11868 4543 -6680 -6557 1673 4182 2675 1286 110 -1009 -2562 -2623 -69 2381 1242 -1517 -1860 1258 5311 3719 -1162 -4116 -2227 4086 5140 -1236 -5337 -2613 2889 6408 1633 -5012 -2951 2183 6404 2470 -7061 -5214 2057 3379 120 -1853 997 4306 2119 -2437 -47 5554 1712 -5507 -5748 -207 8655 7050 -5810 -9174 756 13053 12333 -8137 -20177 -2278 20854 16508 -10231 -21985 -2802 18904 15000 -5197 -16446 -7610 8685 12910 3668 -6548 -9455 -3166 7280 8678 -941 -9286 -6632 2997 7505 3892 -1935 -3572 -4 4575 4795 -101 -4685 -3778 3478 5872 -1203 -5298 -598 5482 4107 -2521 -5321 -678 4322 3271 -1960 -5389 -1782 3954 4048 -671 -3380 -395 4358 5480 426 -5120 -2993 3438 5409 684 -4699 -4442 3013 8438 4355 -3041 -6600 -2514 4960 7479 1835 -7375 -8983 2774 13112 5772 -8834 -10927 1818 12634 6750 -7677 -11421 -1061 9512 7781 -2482 -8090 -3784 4511 6996,-2088 -253 1373 931 -1312 -2913 -1918 1031 3285 1845 -2948 -5179 -728 4850 3658 -2959 -6669 -2773 3751 4987 -745 -6530 -4963 1869 5730 1810 -5288 -5576 1622 5857 1339 -5661 -5053 2098 5480 941 -5100 -4382 1989 4623 -184 -5014 -3181 2484 3548 -1187 -4287 -1986 1992 1926 -1249 -1295 1322 1660 -1274 -4772 -2999 2359 2630 -2036 -4865 -694 5932 4390 -1709 -3958 -1959 478 91 -949 -1741 -1275 275 669 -953 -4827 -8726 -6149 4106 14351 17641 10630 2845 6157 14264 10075 -9180 -28511 -28819 -8092 8547 8509 525 -4706 3189 19653 25553 9149 -11166 -13166 -873 8034 464 -15584 -17746 -5428 906 -2179 -8339 -6670 3038 7249 7881 8326 5075 -3221 -9323 -6388 -880 -1564 -8640 -11016 -4641 2678 4638 263 -1493 4280 6969 104 -6264 -3604 1789 -1724 -11494 -12209 -4037 20 -1624 -676 5428 11497 13083 9319 4686 4405 4385 -1324 -7996 -7008 -535 273 -4463 -3452 4446 8227 2471 -4510 -5354 -2839 -1476 -3205 -7018 -9732 -8090 -2441 2024 1935 -1471 -2951 1136 5705 4631 -749 -5009 -3214
;,402 1617 1606 910 -505 -1084 206 1870 1564 -1049 -2241 41 2949 2099 -1850 -2683 1003 4021 2442 -1686 -2867 21 2735 2317 -367 -2231 -1098 1601 2673 1151 -1341 -1867 311 2228 1786 -260 -1423 -338 1327 1488 108 -915 -203 770 658 104 49 301 300 363 610 1259 2022 430 -2624 -2368 2076 5626 2009 -6235 -7636 1620 10010 5670 -6639 -9511 1433 10120 5754 -3494 -7368 -3320 6158 9966 483 -10489 -6961 6640 11965 2566 -10368 -11200 3036 15302 7451 -11583 -14791 2739 17491 10113 -9331 -15351 -1275 14523 11879 -5763 -15108 -5378 10108 13219 229 -12594 -7627 7498 10863 -745 -9022 -3521 5861 6075 -2597 -8117 -2044 7572 6508 -2902 -7391 -1571 6920 6940 -2423 -8084 -1223 6919 4100 -4310 -6099 444 6164 3440 -4257 -6634 37 7638 5713 -4457 -8231 668 8938 5146 -4929 -8009 -548 8287 6372 -4720 -9176 -491 9518 6871 -4398 -8542 -850 7961 6464 -2963 -7765 -1432 6886 5023 -3309 -6121 -427 5452 3833 -2443 -5405 -1209 5002 4212 -2629 -5168 -776 4166 4099 -735,2700 -1907 -3959 -69 4470 2771 -2627 -4272 20 4373 2422 -2747 -3996 -162 3551 2422 -1988 -3533 -4 3624 2623 -1085 -2551 -330 2699 2601 -533 -2398 -496 2188 1778 -1090 -2050 212 1975 913 -1221 -1455 150 1537 1230 -448 -1539 -805 1278 1649 -630 -2194 -843 1535 1507 -453 -1685 -745 981 1099 -48 -1046 -723 228 429 -74 -1036 -1434 -414 869 596 -445 -39 968 420 -1726 -2704 -710 2376 2709 -406 -3323 -2788 1428 4950 2235 -5150 -7898 -827 8102 6248 -4730 -10099 -2400 8544 9170 -821 -9658 -6473 4613 9514 2586 -7364 -8365 130 7670 5637 -3629 -8994 -3691 5724 7478 -412 -8010 -5690 3536 7585 2174 -5423 -5663 1264 5631 2823 -3058 -5109 -1069 3497 2762 -1957 -4177 -1449 2042 2114 -822 -3073 -1604 1537 2040 -215 -2145 -1272 1363 2299 183 -2254 -1977 835 2472 391 -2667 -2682 511 3008 1452 -2875 -4077 -217 3138 1992 -1920 -3667 -1001 2543 3017 -376 -3547 -2263 1600 3537 1222 -2903 -3742 -64 3446 2514 -1698 -3564 -1145 2256 3390,3618 373 -2178 -1519 549 2352 1308 -2464 -3015 1001 2950 516 -1946 -2292 -504 2673 2867 -1224 -3763 -1158 2273 2302 -402 -2855 -2664 150 2745 1525 -2031 -2783 -1 2456 2148 -688 -3307 -2185 1763 2651 -756 -2822 -1203 1500 2395 697 -1322 -1381 -4 838 205 -974 -1424 -223 1489 1336 -599 -1413 408 1723 454 -1422 -1305 1106 2650 888 -2140 -2151 911 2353 633 -1594 -1447 1188 2463 892 -2346 -5282 -5830 -3346 3243 11256 14392 9311 2671 3806 9918 8796 -5258 -22095 -22864 -4621 10591 8333 -1877 -3887 6956 17889 14830 674 -9415 -5237 5374 7043 -3097 -12298 -9202 -495 2202 -3750 -10566 -6492 5077 10421 8312 3891 1531 966 -2768 -6416 -5286 -856 -13 -4055 -5886 -1660 5153 6435 704 -3489 -893 3056 2003 -2675 -4258 -1958 -1563 -5100 -7187 -5177 -540 6032 9284 7834 6278 5484 4900 4130 1630 -3066 -6452 -4107 564 732 -965 1133 4634 4991 -58 -5240 -2443 2332 -671 -7057 -7425 -2439 -652 -4025 -4351 1165 5198 2682 -2193 -1908 3167 4709 -421 -5777
;,-992 -4232 -1770 3438 3973 -1917 -4656 392 4838 3810 -2324 -4964 -181 3518 4851 -923 -5720 3740 16917 9548 -21773 -31380 6513 -26409 18016 -27749 29330 2165 -29221 20861 -24024 27472 7578 -23134 21173 -22787 27020 -3499 -30977 25475 -18928 26492 -1057 -25832 31865 -14327 23184 -15652 28763 -30699 -26 -27528 -15421 10790 12097 -2835 -4396 -1312 -804 1128 5281 12992 -7481 -22141 -11433 5126 22240 15722 -5008 -25694 -17978 17948 24908 4869 -18236 -19524 5214 14078 15708 8978 -23630 -29529 11808 -26813 8343 29378 -25215 15086 -32118 13016 -20061 -19449 -5509 1461 14333 4527 -18659 -5014 23938 13807 -17349 -17433 1354 10003 5286 -8211 -11531 1198 11151 3512 -13767 -10255 15312 18863 1652 -10036 -17866 -9603 12014 14042 -7415 -19471 -2793 16843 8288 -12000 -6372 16617 17918 -9064 -30951 -11502 25510 20778 -15436 -25714 2237 26346 12677 -16330 -20101 2596 19713 13751 -10191 -23602 -6443 14413 12098 -4653 -11126 1095 11414 1098 -9713 -3213 4493 4249 -964 -3518 -1175 -2656 -4087 -32 2335 -312 -3055 696 4675 -2590 -8219 -230 9856 4733 -8865 -7775,-1333 -418 479 342 -546 -1408 -1015 -42 612 -34 -1239 -1217 -70 933 481 -1049 -1533 -122 1348 830 -1444 -2623 -900 1503 1329 -1262 -2549 -922 938 1081 -195 -1657 -2070 -656 1308 1100 -1039 -2279 -977 1019 1148 -561 -1958 -1291 461 869 -307 -1187 -952 37 438 -154 -658 -870 -309 456 -23 -505 -424 -417 -142 -35 -280 -739 -943 -342 674 773 -494 -1825 -1878 -194 1287 1152 -1656 -6456 -9233 -5540 4689 13824 15859 9772 2523 4604 11359 8301 -7845 -25650 -27976 -11299 5930 8951 2371 -1054 6315 19195 21490 6744 -8433 -8699 -1406 -857 -8492 -14137 -10512 -3923 -2257 -2529 -2434 -482 5990 10502 9452 6645 2304 -3634 -8862 -10039 -5729 -2549 -5450 -9404 -7550 2020 9839 6732 -1153 -954 6820 8550 -567 -9038 -7646 -2109 -1503 -8490 -13069 -7893 2077 10633 12457 7931 4513 6796 9116 5953 -2210 -9592 -8818 -2649 10 -2303 -2875 1852 7193 7648 3266 -1640 -3226 -1687 -2296 -6034 -9360 -10470 -6662 -914 1486 1347 1890 4480 5267 1605 -1224 203 1118 -2382,-8490 -13069 -7893 2077 10633 12457 7931 4513 6796 9116 5953 -2210 -9592 -8818 -2649 10 -2303 -2875 1852 7193 7648 3266 -1640 -3226 -1687 -2296 -6034 -9360 -10470 -6662 -914 1486 1347 1890 4480 5267 1605 -1224 203 1118 -2382 -6983 -6504 -287 4143 1977 -1637 -346 4024 3804 -1322 -4349 -3045 480 1757 -3243 -6692 -3254 1464 4685 4382 165 -904 3345 7746 8967 4311 132 -49 797 2643 1115 -3224 -4282 -140 5012 3623 -2221 -4433 -97 5547 2875 -5722 -8937 -2363 4916 1134 -10039 -13769 -3934 6073 3065 -5187 -5013 3000 7734 3577 -1447 209 4249 4652 1188 -2969 -1687 4334 5582 815 -2799 -686 3368 2921 -598 -2215 -466 1734 484 -4007 -6906 -3104 3856 4007 -2537 -5469 -335 6826 7173 752 -2992 -310 3374 2292 -1661 -1404 2161 3977 3600 1979 1501 3435 4933 4221 1352 -2002 -3449 -3127 -2902 -3498 -3902 -3474 -1625 834 1649 967 577 286 757 -100 -2186 -859 1655 2199 572 -1262 865 4915 5047 2051 -488 545 3781 3432 52 -1638 35 2020 692
